"Error_Dist","Scenario","Tau","Method","Kernel","p","MSE_beta","MAE_beta","WMSE_beta","CheckLoss_test","Bias_beta_avg","Coverage_beta_avg","CI_Width_beta_avg","Fit_Time_avg_sec","Rhat_beta_max","ESS_bulk_beta_min","ESS_tail_beta_min","Rhat_theta","ESS_bulk_theta","ESS_tail_theta","Num_Divergences_avg"
"mix_norm_v3v4","Dense_p8",0.25,"BSQR","Triangular",8,0.0551978911091789,0.186467557739968,0.272619175029583,0.799656042408912,-0.00297400611690582,0.856875,0.693687242530219,19.0603655350208,1.00150833419714,2650.13225671187,2475.44443734204,1.00053420448293,3567.31666399894,2734.13860499308,0
"mix_norm_v3v4","Dense_p8",0.5,"QR","N/A",8,0.047864147069691,0.172976183676566,0.243124878084455,0.800615911933886,-0.00151157208554485,,,,,,,,,,
"mix_norm_v3v4","Dense_p8",0.5,"BQR","ALD",8,0.0410500531276933,0.160957060437963,0.207542947780667,0.797203484962882,-0.00154905487153132,0.9125,0.687047745138438,10.460494556427,1.00174027035215,2158.05127313119,2227.04402410675,1.00053619177341,3506.03991280151,2671.78107819922,0
"mix_norm_v3v4","Dense_p8",0.5,"BSQR","Gaussian",8,0.0355615269186684,0.150192943327393,0.179763413300018,0.794487950564125,-0.00221631941799017,0.931875,0.678529129630469,70.2798774170876,1.00152413170735,2788.80529216702,2499.87080968938,1.00055236191729,3624.77421742394,2700.12257174286,0.49
"mix_norm_v3v4","Dense_p8",0.5,"BSQR","Uniform",8,0.0375659784838894,0.154184469665126,0.190462686049076,0.795506416108976,-0.00191694458435135,0.92375,0.676150297950938,4.09419953942299,1.00153206659451,2755.24824965392,2504.22191253769,1.00058852480089,3584.73032523496,2712.20061068393,0
"mix_norm_v3v4","Dense_p8",0.5,"BSQR","Epanechnikov",8,0.0376655262386996,0.154277030562978,0.190393277580374,0.795496222148882,-0.0017372383098089,0.98125,0.977280698035984,23.7091070652008,1.00160003604788,2736.68667703083,2470.66598878367,1.00053523737636,3710.98664894906,2738.9785364685,0
"mix_norm_v3v4","Dense_p8",0.5,"BSQR","Triangular",8,0.0389807387986691,0.156897581718899,0.197064014691656,0.796089170654113,-0.00174085634680545,0.915,0.678920224023717,19.0993378686905,1.00154652885568,2717.08297314964,2455.96660612045,1.00068529384579,3541.37042883383,2678.31490978615,0
"mix_norm_v3v4","Dense_p8",0.75,"QR","N/A",8,0.0607706949310055,0.196576957164654,0.30794728410125,0.805950431268983,-0.00217364449747886,,,,,,,,,,
"mix_norm_v3v4","Dense_p8",0.75,"BQR","ALD",8,0.0538442744830904,0.184140736499743,0.273671962893435,1.53429004137,-0.00232259043583029,0.85375,0.690460590558516,10.3026421964169,1.00177263428029,2164.69123994687,2266.99625210117,1.0006614129015,3491.99793956994,2644.47647702244,0
"mix_norm_v3v4","Dense_p8",0.75,"BSQR","Gaussian",8,0.0520175100713005,0.180746558793279,0.263422634546585,0.801968385328095,-0.00289619336527243,0.8825,0.718036758245469,68.4223823368549,1.00163715610023,2756.30361758671,2484.90675661263,1.00057916447923,3600.90140583741,2708.62129389449,0.12
"mix_norm_v3v4","Dense_p8",0.75,"BSQR","Uniform",8,0.0518657302287824,0.180778468157914,0.261989504532722,0.80175317489089,-0.00241754289577648,0.865,0.688622547168982,4.05197752833366,1.00165595698783,2727.37160820172,2474.86338534257,1.00057870810829,3557.27483950257,2721.73466997747,0
"mix_norm_v3v4","Dense_p8",0.75,"BSQR","Epanechnikov",8,0.0519217901775458,0.180484401412058,0.263079228044688,0.80185069657967,-0.0023705786669877,0.915,0.820939413101859,23.9145954453945,1.00156494658147,2716.58354439163,2474.49488578708,1.00054166209058,3648.20015357339,2705.55208229345,0
"mix_norm_v3v4","Dense_p8",0.75,"BSQR","Triangular",8,0.0523140009549331,0.181349291725864,0.265807023259099,0.802060411558388,-0.00234241067609805,0.86125,0.687423745155281,18.6649490022659,1.00154001987229,2684.4971967374,2454.69523761784,1.00069202805509,3583.80426606204,2691.38598059123,0
"hetero_norm_x1","Sparse_p20",0.25,"QR","N/A",20,0.00960827792985657,0.0779495469452021,0.117734436354767,0.382371558509852,-0.0021624587527377,,,,,,,,,,
"hetero_norm_x1","Sparse_p20",0.25,"BQR","ALD",20,0.00887644223418593,0.0748580844149187,0.109130762167093,0.695052469518811,-0.00193553923663719,0.919,0.320325887366077,23.5602802693844,1.00201999425219,2345.48093497234,2359.0635275479,1.00057027180392,4030.19064213767,2797.10219997006,0
"hetero_norm_x1","Sparse_p20",0.25,"BSQR","Gaussian",20,0.00913398779792012,0.0758671948297572,0.112394361598763,0.381276105037282,-0.00190430893895151,0.91775,0.329388993066757,131.94807662487,1.0018855124698,2996.96151842525,2576.41121983559,1.00062772716845,3345.99649507074,2760.46112493785,0.5
"hetero_norm_x1","Sparse_p20",0.25,"BSQR","Uniform",20,0.00908114241649032,0.075637993539244,0.111668168480971,0.381095246102074,-0.0018861852615178,0.9145,0.323684872721064,6.50141667604446,1.00188855129717,2864.62036744521,2541.19533874813,1.00056789135742,3176.09375676609,2695.96913447178,0
"hetero_norm_x1","Sparse_p20",0.25,"BSQR","Epanechnikov",20,0.00906524675054066,0.0755497776472004,0.111506975439068,0.381075531603894,-0.00192611384401911,0.95075,0.369554191277113,40.8849445593357,1.00203632883307,2843.02068095351,2524.43734283192,1.00061776851258,3444.94409176363,2758.85545826683,0
"hetero_norm_x1","Sparse_p20",0.25,"BSQR","Triangular",20,0.00901167673661163,0.0753918864221093,0.110783373502542,0.38089454873623,-0.00193445062047,0.9145,0.322119302301036,32.0510924053192,1.00197658648458,2834.21307869925,2529.29739105801,1.00064537921333,3211.31171090993,2714.10949720902,0
"hetero_norm_x1","Sparse_p20",0.5,"QR","N/A",20,0.00754030317022423,0.0689197388428166,0.0932117568549064,0.376007829784417,-0.000122359180224237,,,,,,,,,,
"hetero_norm_x1","Sparse_p20",0.5,"BQR","ALD",20,0.00642966046533074,0.0636511282511156,0.0799952224407864,0.372710754177167,-0.000269371939640415,0.95025,0.313312798687071,23.5715448129177,1.00213862502916,2313.59414613258,2347.10720942878,1.00053001386277,4061.3904580267,2843.73094699723,0
"hetero_norm_x1","Sparse_p20",0.5,"BSQR","Gaussian",20,0.00762724891286134,0.06542916002682,0.113040216921441,0.376759329442233,-0.00136192027496731,0.95375,0.836715344643497,134.707774666548,1.00604469425997,3120.47082227272,2582.93827482157,1.00464908481827,3297.40199041867,2736.10720617229,0.19
"hetero_norm_x1","Sparse_p20",0.5,"BSQR","Uniform",20,0.00642099803603443,0.0636357058571686,0.0801473565129686,0.372809631200597,-0.000423477823376748,0.9515,0.316945598931336,6.51507230758667,1.00187775711694,3050.36508964591,2586.45721486331,1.00058099791632,3254.47606120476,2712.28029029327,0
"hetero_norm_x1","Sparse_p20",0.5,"BSQR","Epanechnikov",20,0.00641419594745066,0.0636312805722913,0.0800842809481288,0.372788251320153,-0.00043527043268893,0.9915,0.440786775633825,38.7158075666428,1.00192966380585,3007.13140697691,2538.31121559183,1.00057028514414,3720.32757944354,2786.65717282348,0
"hetero_norm_x1","Sparse_p20",0.5,"BSQR","Triangular",20,0.00637447327378124,0.0633965231720006,0.0795399883336164,0.372634830590494,-0.000340008532093925,0.95125,0.314837826406738,33.2598379397392,1.00201695837957,2946.82221772882,2572.56613959409,1.00061637953762,3227.5501704601,2725.36929068048,0
"hetero_norm_x1","Sparse_p20",0.75,"QR","N/A",20,0.00997740711566214,0.0797709505138646,0.121987921456861,0.382326769767332,0.00122111982582013,,,,,,,,,,
"hetero_norm_x1","Sparse_p20",0.75,"BQR","ALD",20,0.00906567909150908,0.0759635521532599,0.111335864098082,0.689329968457473,0.00180632554100051,0.90625,0.315086352672717,23.3810129058361,1.00214656185541,2332.70333982718,2341.48820253408,1.00054937915474,4023.37857619425,2814.97933090996,0
"hetero_norm_x1","Sparse_p20",0.75,"BSQR","Gaussian",20,0.00921138943781308,0.076576878822535,0.113561208671488,0.380386431441918,0.0018452846659866,0.9095,0.324282436020717,133.805494953394,1.00200533714773,3007.04296242034,2586.83826743444,1.00060579457723,3303.06520526307,2745.95309821075,0.695
"hetero_norm_x1","Sparse_p20",0.75,"BSQR","Uniform",20,0.009161867059196,0.0763659200009299,0.112861738150431,0.380243164801869,0.00179343397763744,0.905,0.318699924065582,6.43110143780708,1.00204544010111,2906.09338122139,2545.97825925872,1.0005541247628,3201.44260059851,2711.84044923851,0
"hetero_norm_x1","Sparse_p20",0.75,"BSQR","Epanechnikov",20,0.00918744036872178,0.0764346463943501,0.11311780780495,0.380276975860585,0.0018122498087623,0.9405,0.359824557438793,39.8296363425255,1.0018571792844,2815.79004420644,2537.50754748499,1.00059319921333,3353.47545391307,2768.20352162327,0
"hetero_norm_x1","Sparse_p20",0.75,"BSQR","Triangular",20,0.00912615898528456,0.0761879356135432,0.112340303613207,0.380109290612011,0.00180580401273208,0.90625,0.317325673085897,31.6528418695927,1.00189753939059,2837.38314352927,2534.10688927468,1.00062238719338,3179.09425254909,2724.26869683928,0
"hetero_norm_x1","Dense_p8",0.25,"QR","N/A",8,0.0085715584755298,0.0727630418367076,0.0440121359532609,0.365544253460874,-0.000810932629768523,,,,,,,,,,
"hetero_norm_x1","Dense_p8",0.25,"BQR","ALD",8,0.00813190521867465,0.0704251998145313,0.041732482114158,0.727773937921257,-0.00116294934484373,0.88375,0.288741443921875,9.76319655418396,1.00172702592819,2221.08775954434,2282.50332093143,1.00065080562106,3553.46764278497,2675.3204796263,0
"hetero_norm_x1","Dense_p8",0.25,"BSQR","Gaussian",8,0.0104078389810464,0.0738847141753234,0.073226551756263,0.368549640488139,-0.00369128119501091,0.89,0.808520975765625,92.1688212740421,1.00565844690954,2805.25997606881,2501.05929539105,1.00483013933875,2563.95221921119,2463.26932018569,0.45
"hetero_norm_x1","Dense_p8",0.25,"BSQR","Uniform",8,0.00834508050898011,0.0710494696731719,0.0427122122391886,0.365212220059733,-0.000900666372234353,0.890625,0.2939254743125,4.33244492411613,1.00165300457246,2759.06698186214,2476.82668288701,1.0007049231833,2520.20286561672,2447.96152161942,0
"hetero_norm_x1","Dense_p8",0.25,"BSQR","Epanechnikov",8,0.00829718804595649,0.0708907372182812,0.0425700617236679,0.365164760644821,-0.000992109646718728,0.933125,0.345382504078125,26.4071115541458,1.00165845501147,2729.93245093525,2469.53959544736,1.00072380169337,2823.54144331236,2534.69541218629,0
"hetero_norm_x1","Dense_p8",0.25,"BSQR","Triangular",8,0.00819378338881869,0.0705314164972344,0.0420774689266376,0.365050505483771,-0.00115114445942185,0.88875,0.291245762625,20.9173784995079,1.00160133826228,2744.57818639691,2473.76472831108,1.00067921002906,2540.80300801292,2476.03392582658,0
"hetero_norm_x1","Dense_p8",0.5,"QR","N/A",8,0.00651783125528943,0.0648705505095093,0.033778954579441,0.361298631348849,-0.000542784354577877,,,,,,,,,,
"hetero_norm_x1","Dense_p8",0.5,"BQR","ALD",8,0.00573862844845662,0.060513359038125,0.0298598617320959,0.36023836913975,-0.000484915010312477,0.941875,0.28605612959375,9.76185115337372,1.00184315749726,2251.06447988146,2275.44782173365,1.00058413837932,3567.4294165262,2673.89315040762,0
"hetero_norm_x1","Dense_p8",0.5,"BSQR","Gaussian",8,0.00548842971254331,0.0593075247948437,0.0288299282876046,0.360006425802232,-0.000699227645468729,0.954375,0.296012232390625,95.9358231937885,1.00165195563608,2842.03038987467,2484.90905986689,1.00079271946432,2552.77425250565,2468.12309795673,0.135
"hetero_norm_x1","Dense_p8",0.5,"BSQR","Uniform",8,0.00551698375924766,0.0594794563179687,0.0289122240979096,0.360005973735641,-0.000566319144531227,0.95,0.29028462428125,4.40318993091583,1.00155687941141,2788.62090900711,2473.69070089966,1.00072116126665,2548.23264686252,2485.26489605157,0
"hetero_norm_x1","Dense_p8",0.5,"BSQR","Epanechnikov",8,0.00551698481968166,0.0594845227745312,0.028852066657676,0.359981239326686,-0.000518857131093727,0.989375,0.395224669421875,25.75675791502,1.00154156460918,2756.12558961174,2490.73037452677,1.00068256076091,3018.36697121155,2609.03628451242,0
"hetero_norm_x1","Dense_p8",0.5,"BSQR","Triangular",8,0.00551608920782533,0.05950338054,0.0288157108717192,0.359946635550991,-0.000450323553124978,0.945,0.28827646771875,24.5812615501881,1.00157206593416,2776.18964432525,2490.8838386449,1.00075164730583,2503.90777100434,2407.58931601609,0
"hetero_norm_x1","Dense_p8",0.75,"QR","N/A",8,0.00829130086305993,0.0724807304341954,0.0416810256668462,0.361763857488823,0.00157132800204572,,,,,,,,,,
"hetero_norm_x1","Dense_p8",0.75,"BQR","ALD",8,0.00733927505944604,0.0682509643515625,0.0373061060706722,0.719422462085085,0.00112325227437502,0.90625,0.286540951921875,9.65205374002457,1.00176565336771,2228.58474073989,2272.69766279868,1.00059956237142,3543.02956100425,2694.65415111316,0
"hetero_norm_x1","Dense_p8",0.75,"BSQR","Gaussian",8,0.00759858794976718,0.0695479292332812,0.0385461738422483,0.361009823358678,0.00103697400828127,0.910625,0.296911461796875,91.7730972063541,1.00150244287498,2801.14201451767,2513.69973022579,1.00067088148722,2532.38530555483,2476.73525962679,0.44
"hetero_norm_x1","Dense_p8",0.75,"BSQR","Uniform",8,0.00756198792414525,0.069254634895625,0.0384134187918991,0.360963440628412,0.000981801314687521,0.9075,0.29133760559375,4.32570047497749,1.00155297823439,2764.9044342723,2487.48290223465,1.00074975100105,2529.40535941794,2459.24177705536,0
"hetero_norm_x1","Dense_p8",0.75,"BSQR","Epanechnikov",8,0.00754436313634164,0.0692332333267188,0.0382925901849557,0.36094558281659,0.000952565493906272,0.943125,0.337346438859375,25.9926698005199,1.00167791576414,2728.98240212643,2477.46525485869,1.00066543806198,2775.7643540766,2521.02218959452,0
"hetero_norm_x1","Dense_p8",0.75,"BSQR","Triangular",8,0.00744573934613987,0.0687057629310937,0.0378457047212325,0.36081834069159,0.000998728768593772,0.908125,0.289056548546875,25.5244735527039,1.00154616169875,2726.52160325427,2493.49890344217,1.00062528726276,2509.2241841762,2461.68338590935,0
