Date,Adj Close
2017-07-03,"2,138.3180"
2017-07-05,"2,159.7510"
2017-07-06,"2,152.8430"
2017-07-07,"2,163.6730"
2017-07-10,"2,148.4650"
2017-07-11,"2,139.4760"
2017-07-12,"2,133.0150"
2017-07-13,"2,149.3840"
2017-07-14,"2,126.0940"
2017-07-17,"2,106.2750"
2017-07-18,"2,098.9030"
2017-07-19,"2,102.5830"
2017-07-20,"2,103.2780"
2017-07-21,"2,095.2050"
2017-07-24,"2,105.8170"
2017-07-25,"2,139.6970"
2017-07-26,"2,119.1850"
2017-07-27,"2,110.6560"
2017-07-28,"2,104.1980"
2017-07-31,"2,116.4170"
2017-08-01,"2,144.0800"
2017-08-02,"2,145.9320"
2017-08-03,"2,131.8620"
2017-08-04,"2,159.7510"
2017-08-07,"2,167.3620"
2017-08-08,"2,159.0640"
2017-08-09,"2,156.3140"
2017-08-10,"2,125.4110"
2017-08-11,"2,107.6550"
2017-08-14,"2,132.3300"
2017-08-15,"2,137.8690"
2017-08-16,"2,123.0980"
2017-08-17,"2,089.9040"
2017-08-18,"2,091.9670"
2017-08-21,"2,089.4370"
2017-08-22,"2,110.8810"
2017-08-23,"2,113.4120"
2017-08-24,"2,109.9560"
2017-08-25,"2,118.4960"
2017-08-28,"2,111.8020"
2017-08-29,"2,100.2770"
2017-08-30,"2,105.1210"
2017-08-31,"2,095.4330"
2017-09-01,"2,114.1190"
2017-09-05,"2,063.6230"
2017-09-06,"2,077.4600"
2017-09-07,"2,041.0230"
2017-09-08,"2,038.4940"
2017-09-11,"2,070.0820"
2017-09-12,"2,095.4330"
2017-09-13,"2,101.4250"
2017-09-14,"2,097.2750"
2017-09-15,"2,112.2630"
2017-09-18,"2,142.2330"
2017-09-19,"2,165.7440"
2017-09-20,"2,180.9670"
2017-09-21,"2,190.8890"
2017-09-22,"2,186.2580"
2017-09-25,"2,169.9060"
2017-09-26,"2,160.2250"
2017-09-27,"2,194.3390"
2017-09-28,"2,198.9480"
2017-09-29,"2,201.9400"
2017-10-02,"2,232.6140"
2017-10-03,"2,244.3650"
2017-10-04,"2,221.5410"
2017-10-05,"2,251.4540"
2017-10-06,"2,247.5150"
2017-10-09,"2,235.6900"
2017-10-10,"2,252.3890"
2017-10-11,"2,245.6670"
2017-10-12,"2,225.9450"
2017-10-13,"2,222.9390"
2017-10-16,"2,268.8510"
2017-10-17,"2,263.7470"
2017-10-18,"2,272.3240"
2017-10-19,"2,275.1140"
2017-10-20,"2,307.5790"
2017-10-23,"2,303.6250"
2017-10-24,"2,340.2700"
2017-10-25,"2,342.5960"
2017-10-26,"2,359.2900"
2017-10-27,"2,359.9910"
2017-10-30,"2,351.6330"
2017-10-31,"2,333.0840"
2017-11-01,"2,340.2700"
2017-11-02,"2,355.8120"
2017-11-03,"2,351.6330"
2017-11-06,"2,337.0310"
2017-11-07,"2,289.9530"
2017-11-08,"2,264.2130"
2017-11-09,"2,263.9850"
2017-11-10,"2,261.2010"
2017-11-13,"2,269.3160"
2017-11-14,"2,255.6380"
2017-11-15,"2,276.9750"
2017-11-16,"2,283.4540"
2017-11-17,"2,275.8090"
2017-11-20,"2,295.9830"
2017-11-21,"2,294.1260"
2017-11-22,"2,287.4010"
2017-11-24,"2,279.9890"
2017-11-27,"2,270.9400"
2017-11-28,"2,350.4810"
2017-11-29,"2,405.4320"
2017-11-30,"2,423.7550"
2017-12-01,"2,430.0190"
2017-12-04,"2,480.1030"
2017-12-05,"2,451.5830"
2017-12-06,"2,433.2700"
2017-12-07,"2,426.0820"
2017-12-08,"2,456.4550"
2017-12-11,"2,449.2620"
2017-12-12,"2,477.8020"
2017-12-13,"2,446.7140"
2017-12-14,"2,427.0080"
2017-12-15,"2,461.3240"
2017-12-18,"2,480.3380"
2017-12-19,"2,469.9040"
2017-12-20,"2,461.3240"
2017-12-21,"2,500.5140"
2017-12-22,"2,491.6980"
2017-12-26,"2,481.7280"
2017-12-27,"2,486.3680"
2017-12-28,"2,499.5860"
2017-12-29,"2,479.8750"
2018-01-02,"2,503.2990"
2018-01-03,"2,505.8540"
2018-01-04,"2,541.7450"
2018-01-05,"2,525.4240"
2018-01-08,"2,529.1560"
2018-01-09,"2,541.9730"
2018-01-10,"2,569.9440"
2018-01-11,"2,583.7070"
2018-01-12,"2,626.3650"
2018-01-16,"2,617.0440"
2018-01-17,"2,633.8080"
2018-01-18,"2,640.1180"
2018-01-19,"2,634.2880"
2018-01-22,"2,665.0590"
2018-01-23,"2,662.2650"
2018-01-24,"2,696.2920"
2018-01-25,"2,696.9980"
2018-01-26,"2,711.4450"
2018-01-29,"2,708.6420"
2018-01-30,"2,683.2290"
2018-01-31,"2,696.2920"
2018-02-01,"2,724.2570"
2018-02-02,"2,663.8860"
2018-02-05,"2,536.1490"
2018-02-06,"2,613.3050"
2018-02-07,"2,631.0240"
2018-02-08,"2,514.6990"
2018-02-09,"2,565.0560"
2018-02-12,"2,604.6760"
2018-02-13,"2,620.7740"
2018-02-14,"2,681.3640"
2018-02-15,"2,692.5620"
2018-02-16,"2,673.2080"
2018-02-20,"2,673.9130"
2018-02-21,"2,685.1030"
2018-02-22,"2,680.2080"
2018-02-23,"2,734.5200"
2018-02-26,"2,768.5420"
2018-02-27,"2,735.6850"
2018-02-28,"2,692.3270"
2018-03-01,"2,644.0780"
2018-03-02,"2,641.5140"
2018-03-05,"2,682.0710"
2018-03-06,"2,684.4070"
2018-03-07,"2,674.3840"
2018-03-08,"2,674.6090"
2018-03-09,"2,751.5340"
2018-03-12,"2,742.6810"
2018-03-13,"2,709.8070"
2018-03-14,"2,679.5100"
2018-03-15,"2,686.2720"
2018-03-16,"2,690.9230"
2018-03-19,"2,669.7260"
2018-03-20,"2,672.2880"
2018-03-21,"2,674.6090"
2018-03-22,"2,562.9620"
2018-03-23,"2,494.4200"
2018-03-26,"2,571.3530"
2018-03-27,"2,521.4710"
2018-03-28,"2,517.5030"
2018-03-29,"2,563.4230"
2018-04-02,"2,514.0130"
2018-04-03,"2,548.5080"
2018-04-04,"2,587.2000"
2018-04-05,"2,621.1720"
2018-04-06,"2,555.8030"
2018-04-09,"2,586.4910"
2018-04-10,"2,635.9320"
2018-04-11,"2,591.6600"
2018-04-12,"2,656.0790"
2018-04-13,"2,584.1520"
2018-04-16,"2,582.0500"
2018-04-17,"2,582.0500"
2018-04-18,"2,561.1980"
2018-04-19,"2,617.4220"
2018-04-20,"2,611.5580"
2018-04-23,"2,598.9100"
2018-04-24,"2,586.7330"
2018-04-25,"2,576.8930"
2018-04-26,"2,579.4740"
2018-04-27,"2,563.0640"
2018-04-30,"2,548.5450"
2018-05-01,"2,548.5450"
2018-05-02,"2,528.3940"
2018-05-03,"2,512.4620"
2018-05-04,"2,540.3480"
2018-05-07,"2,562.3640"
2018-05-08,"2,600.3190"
2018-05-09,"2,657.0210"
2018-05-10,"2,677.6390"
2018-05-11,"2,667.5610"
2018-05-14,"2,668.5010"
2018-05-15,"2,648.1130"
2018-05-16,"2,655.3850"
2018-05-17,"2,646.4790"
2018-05-18,"2,603.5970"
2018-05-21,"2,627.4930"
2018-05-22,"2,647.6440"
2018-05-23,"2,635.4580"
2018-05-24,"2,605.9420"
2018-05-25,"2,592.5920"
2018-05-29,"2,481.7670"
2018-05-30,"2,538.4690"
2018-05-31,"2,507.0800"
2018-06-01,"2,539.6430"
2018-06-04,"2,540.8170"
2018-06-05,"2,526.5230"
2018-06-06,"2,585.5590"
2018-06-07,"2,595.8690"
2018-06-08,"2,603.1250"
2018-06-11,"2,596.5710"
2018-06-12,"2,581.5770"
2018-06-13,"2,576.4250"
2018-06-14,"2,530.9750"
2018-06-15,"2,527.9250"
2018-06-18,"2,534.4860"
2018-06-19,"2,519.7240"
2018-06-20,"2,519.4880"
2018-06-21,"2,518.7820"
2018-06-22,"2,477.5610"
2018-06-25,"2,455.0620"
2018-06-26,"2,456.7120"
2018-06-27,"2,418.7430"
2018-06-28,"2,458.3420"
2018-06-29,"2,441.2430"
2018-07-02,"2,461.8620"
2018-07-03,"2,427.4180"
2018-07-05,"2,443.1960"
2018-07-06,"2,451.2070"
2018-07-09,"2,527.0620"
2018-07-10,"2,511.5110"
2018-07-11,"2,506.0870"
2018-07-12,"2,516.9330"
2018-07-13,"2,505.3820"
2018-07-16,"2,604.7980"
2018-07-17,"2,602.9060"
2018-07-18,"2,627.1720"
2018-07-19,"2,588.5490"
2018-07-20,"2,621.2780"
2018-07-23,"2,670.0400"
2018-07-24,"2,688.8820"
2018-07-25,"2,713.1450"
2018-07-26,"2,705.3830"
2018-07-27,"2,733.1700"
2018-07-30,"2,749.6630"
2018-07-31,"2,707.7350"
2018-08-01,"2,724.4590"
2018-08-02,"2,736.0010"
2018-08-03,"2,758.1390"
2018-08-06,"2,758.8570"
2018-08-07,"2,768.9760"
2018-08-08,"2,774.6220"
2018-08-09,"2,753.1990"
2018-08-10,"2,726.1110"
2018-08-13,"2,682.7640"
2018-08-14,"2,700.6560"
2018-08-15,"2,678.2820"
2018-08-16,"2,703.4950"
2018-08-17,"2,703.4950"
2018-08-20,"2,699.9670"
2018-08-21,"2,716.4490"
2018-08-22,"2,708.2040"
2018-08-23,"2,702.5510"
2018-08-24,"2,701.3760"
2018-08-27,"2,749.1860"
2018-08-28,"2,735.7630"
2018-08-29,"2,726.8170"
2018-08-30,"2,713.3860"
2018-08-31,"2,699.0260"
2018-09-04,"2,712.4370"
2018-09-05,"2,699.2500"
2018-09-06,"2,687.7010"
2018-09-07,"2,692.8920"
2018-09-10,"2,678.5240"
2018-09-11,"2,695.4790"
2018-09-12,"2,663.6830"
2018-09-13,"2,674.0490"
2018-09-14,"2,673.5800"
2018-09-17,"2,681.5900"
2018-09-18,"2,692.4220"
2018-09-19,"2,770.6260"
2018-09-20,"2,794.4200"
2018-09-21,"2,776.0410"
2018-09-24,"2,749.4270"
2018-09-25,"2,741.6470"
2018-09-26,"2,709.3730"
2018-09-27,"2,697.5970"
2018-09-28,"2,658.0270"
2018-10-01,"2,673.5800"
2018-10-02,"2,684.6480"
2018-10-03,"2,709.8440"
2018-10-04,"2,734.2830"
2018-10-05,"2,718.8660"
2018-10-08,"2,735.4690"
2018-10-09,"2,716.4930"
2018-10-10,"2,644.1430"
2018-10-11,"2,564.9190"
2018-10-12,"2,536.9240"
2018-10-15,"2,522.4580"
2018-10-16,"2,576.5360"
2018-10-17,"2,605.2400"
2018-10-18,"2,563.9660"
2018-10-19,"2,559.6950"
2018-10-22,"2,522.9270"
2018-10-23,"2,496.6080"
2018-10-24,"2,450.1030"
2018-10-25,"2,487.3480"
2018-10-26,"2,453.1850"
2018-10-29,"2,487.1110"
2018-10-30,"2,530.9940"
2018-10-31,"2,586.0240"
2018-11-01,"2,585.0800"
2018-11-02,"2,570.8470"
2018-11-05,"2,587.6890"
2018-11-06,"2,599.7810"
2018-11-07,"2,644.3930"
2018-11-08,"2,665.7350"
2018-11-09,"2,639.8720"
2018-11-12,"2,584.3700"
2018-11-13,"2,599.5520"
2018-11-14,"2,545.9360"
2018-11-15,"2,610.9410"
2018-11-16,"2,609.0390"
2018-11-19,"2,628.9620"
2018-11-20,"2,572.5110"
2018-11-21,"2,553.2890"
2018-11-23,"2,529.8110"
2018-11-26,"2,591.7270"
2018-11-27,"2,602.6320"
2018-11-28,"2,631.5760"
2018-11-29,"2,610.7000"
2018-11-30,"2,637.5120"
2018-12-03,"2,662.4220"
2018-12-04,"2,543.5650"
2018-12-06,"2,495.1810"
2018-12-07,"2,450.1030"
2018-12-10,"2,404.3290"
2018-12-11,"2,380.8420"
2018-12-12,"2,396.2670"
2018-12-13,"2,398.6330"
2018-12-14,"2,378.9470"
2018-12-17,"2,348.5700"
2018-12-18,"2,337.4400"
2018-12-19,"2,307.7910"
2018-12-20,"2,287.8580"
2018-12-21,"2,233.7800"
2018-12-24,"2,185.6220"
2018-12-26,"2,276.2320"
2018-12-27,"2,301.8450"
2018-12-28,"2,296.8780"
2018-12-31,"2,315.6110"
2019-01-02,"2,355.6950"
2019-01-03,"2,322.2200"
2019-01-04,"2,407.8400"
2019-01-07,"2,409.5040"
2019-01-08,"2,404.9690"
2019-01-09,"2,400.9050"
2019-01-10,"2,400.6550"
2019-01-11,"2,389.1770"
2019-01-14,"2,413.8110"
2019-01-15,"2,431.4990"
2019-01-16,"2,451.1250"
2019-01-17,"2,461.1500"
2019-01-18,"2,501.0920"
2019-01-22,"2,461.6350"
2019-01-23,"2,455.4250"
2019-01-24,"2,456.8570"
2019-01-25,"2,472.3980"
2019-01-28,"2,484.1160"
2019-01-29,"2,491.0400"
2019-01-30,"2,496.7970"
2019-01-31,"2,475.0280"
2019-02-01,"2,484.1160"
2019-02-04,"2,492.9560"
2019-02-05,"2,481.9660"
2019-02-06,"2,480.7730"
2019-02-07,"2,448.2490"
2019-02-08,"2,423.8510"
2019-02-11,"2,412.3710"
2019-02-12,"2,453.5060"
2019-02-13,"2,465.2190"
2019-02-14,"2,449.2020"
2019-02-15,"2,524.0460"
2019-02-19,"2,515.2120"
2019-02-20,"2,527.4010"
2019-02-21,"2,522.1350"
2019-02-22,"2,510.9010"
2019-02-25,"2,537.1980"
2019-02-26,"2,517.8320"
2019-02-27,"2,514.7190"
2019-02-28,"2,495.5960"
2019-03-01,"2,497.2690"
2019-03-04,"2,491.5310"
2019-03-05,"2,489.6230"
2019-03-06,"2,480.2890"
2019-03-07,"2,462.3560"
2019-03-08,"2,463.3080"
2019-03-11,"2,495.3480"
2019-03-12,"2,487.9400"
2019-03-13,"2,496.3170"
2019-03-14,"2,519.0330"
2019-03-15,"2,547.9680"
2019-03-18,"2,563.2610"
2019-03-19,"2,553.9580"
2019-03-20,"2,499.4120"
2019-03-21,"2,459.9580"
2019-03-22,"2,385.5980"
2019-03-25,"2,365.7450"
2019-03-26,"2,389.4150"
2019-03-27,"2,381.2900"
2019-03-28,"2,408.3050"
2019-03-29,"2,420.7440"
2019-04-01,"2,502.2850"
2019-04-02,"2,514.2460"
2019-04-03,"2,519.2710"
2019-04-04,"2,543.6030"
2019-04-05,"2,537.5790"
2019-04-08,"2,545.7810"
2019-04-09,"2,526.9840"
2019-04-10,"2,538.3100"
2019-04-11,"2,559.7610"
2019-04-12,"2,679.7490"
2019-04-15,"2,649.1520"
2019-04-16,"2,677.1010"
2019-04-17,"2,754.2030"
2019-04-18,"2,733.9670"
2019-04-22,"2,737.3410"
2019-04-23,"2,740.7110"
2019-04-24,"2,736.1460"
2019-04-25,"2,737.5810"
2019-04-26,"2,758.3130"
2019-04-29,"2,798.0620"
2019-04-30,"2,796.3820"
2019-05-01,"2,774.9210"
2019-05-02,"2,780.9630"
2019-05-03,"2,798.0620"
2019-05-06,"2,773.2450"
2019-05-07,"2,727.9470"
2019-05-08,"2,713.4840"
2019-05-09,"2,711.3190"
2019-05-10,"2,711.0790"
2019-05-13,"2,637.3320"
2019-05-14,"2,658.3140"
2019-05-15,"2,648.1710"
2019-05-16,"2,682.1680"
2019-05-17,"2,669.1400"
2019-05-20,"2,683.1320"
2019-05-21,"2,692.2810"
2019-05-22,"2,670.3420"
2019-05-23,"2,617.8200"
2019-05-24,"2,643.6040"
2019-05-28,"2,614.9310"
2019-05-29,"2,607.7060"
2019-05-30,"2,579.7530"
2019-05-31,"2,553.2410"
2019-06-03,"2,565.2910"
2019-06-04,"2,644.3340"
2019-06-05,"2,653.7300"
2019-06-06,"2,659.5020"
2019-06-07,"2,630.3510"
2019-06-10,"2,658.7880"
2019-06-11,"2,666.9730"
2019-06-12,"2,632.9990"
2019-06-13,"2,639.5210"
2019-06-14,"2,646.2660"
2019-06-17,"2,631.8050"
2019-06-18,"2,667.7020"
2019-06-19,"2,648.4290"
2019-06-20,"2,655.1770"
2019-06-21,"2,637.0950"
2019-06-24,"2,618.3020"
2019-06-25,"2,596.6180"
2019-06-26,"2,613.9720"
2019-06-27,"2,622.6400"
2019-06-28,"2,693.9630"
2019-07-01,"2,739.2740"
2019-07-02,"2,742.1470"
2019-07-03,"2,737.8010"
2019-07-05,"2,754.0510"
2019-07-08,"2,739.0060"
2019-07-09,"2,750.6560"
2019-07-10,"2,742.6420"
2019-07-11,"2,768.8600"
2019-07-12,"2,797.9860"
2019-07-15,"2,763.9990"
2019-07-16,"2,793.6070"
2019-07-17,"2,766.1880"
2019-07-18,"2,782.6810"
2019-07-19,"2,755.2640"
2019-07-22,"2,772.9740"
2019-07-23,"2,823.7080"
2019-07-24,"2,835.1010"
2019-07-25,"2,807.9190"
2019-07-26,"2,820.3020"
2019-07-29,"2,811.3240"
2019-07-30,"2,805.0070"
2019-07-31,"2,814.9630"
2019-08-01,"2,740.7050"
2019-08-02,"2,740.4590"
2019-08-05,"2,658.9160"
2019-08-06,"2,679.7840"
2019-08-07,"2,621.5560"
2019-08-08,"2,665.9550"
2019-08-09,"2,663.0600"
2019-08-12,"2,613.0620"
2019-08-13,"2,653.3380"
2019-08-14,"2,543.1720"
2019-08-15,"2,552.8740"
2019-08-16,"2,614.0350"
2019-08-19,"2,637.5720"
2019-08-20,"2,604.0790"
2019-08-21,"2,611.3520"
2019-08-22,"2,638.2990"
2019-08-23,"2,572.7790"
2019-08-26,"2,593.4000"
2019-08-27,"2,565.9750"
2019-08-28,"2,591.6970"
2019-08-29,"2,650.4300"
2019-08-30,"2,665.9550"
2019-09-03,"2,634.4220"
2019-09-04,"2,666.2010"
2019-09-05,"2,726.8630"
2019-09-06,"2,732.6920"
2019-09-09,"2,800.3950"
2019-09-10,"2,836.0780"
2019-09-11,"2,843.8420"
2019-09-12,"2,861.3060"
2019-09-13,"2,917.6080"
2019-09-16,"2,891.6390"
2019-09-17,"2,877.3220"
2019-09-18,"2,906.2110"
2019-09-19,"2,896.9810"
2019-09-20,"2,885.3300"
2019-09-23,"2,884.8440"
2019-09-24,"2,847.2370"
2019-09-25,"2,863.4950"
2019-09-26,"2,839.9570"
2019-09-27,"2,856.6970"
2019-09-30,"2,855.9670"
2019-10-01,"2,804.0460"
2019-10-02,"2,748.2250"
2019-10-03,"2,744.3150"
2019-10-04,"2,803.7600"
2019-10-07,"2,797.6400"
2019-10-08,"2,735.2560"
2019-10-09,"2,755.0770"
2019-10-10,"2,793.7220"
2019-10-11,"2,840.9310"
2019-10-14,"2,848.5240"
2019-10-15,"2,934.3740"
2019-10-16,"2,927.5290"
2019-10-17,"2,943.9230"
2019-10-18,"2,949.0440"
2019-10-21,"3,022.1910"
2019-10-22,"3,052.5220"
2019-10-23,"3,060.6000"
2019-10-24,"3,058.3890"
2019-10-25,"3,082.8560"
2019-10-28,"3,094.6010"
2019-10-29,"3,092.6490"
2019-10-30,"3,075.5210"
2019-10-31,"3,055.7100"
2019-11-01,"3,126.1460"
2019-11-04,"3,151.1060"
2019-11-05,"3,157.9530"
2019-11-06,"3,162.8490"
2019-11-07,"3,179.9690"
2019-11-08,"3,189.2530"
2019-11-11,"3,178.0240"
2019-11-12,"3,159.4220"
2019-11-13,"3,142.7870"
2019-11-14,"3,145.7230"
2019-11-15,"3,168.4710"
2019-11-18,"3,195.1360"
2019-11-19,"3,194.1490"
2019-11-20,"3,170.9190"
2019-11-21,"3,178.2660"
2019-11-22,"3,199.2960"
2019-11-25,"3,216.4160"
2019-11-26,"3,220.8160"
2019-11-27,"3,230.3480"
2019-11-29,"3,223.0230"
2019-12-02,"3,215.9210"
2019-12-03,"3,174.5870"
2019-12-04,"3,237.2030"
2019-12-05,"3,254.8150"
2019-12-06,"3,303.2540"
2019-12-09,"3,287.8430"
2019-12-10,"3,290.0520"
2019-12-11,"3,282.2090"
2019-12-12,"3,376.1490"
2019-12-13,"3,346.5510"
2019-12-16,"3,359.5150"
2019-12-17,"3,380.0670"
2019-12-18,"3,376.6440"
2019-12-19,"3,359.7620"
2019-12-20,"3,357.0740"
2019-12-23,"3,356.0920"
2019-12-24,"3,365.3770"
2019-12-26,"3,401.1000"
2019-12-27,"3,403.5440"
2019-12-30,"3,391.0710"
2019-12-31,"3,409.9090"
2020-01-02,"3,451.2440"
2020-01-03,"3,405.7010"
2020-01-06,"3,402.9920"
2020-01-07,"3,345.1430"
2020-01-08,"3,371.2230"
2020-01-09,"3,383.5460"
2020-01-10,"3,349.8110"
2020-01-13,"3,377.6260"
2020-01-14,"3,417.0210"
2020-01-15,"3,365.8080"
2020-01-16,"3,378.8710"
2020-01-17,"3,402.2530"
2020-01-21,"3,368.7680"
2020-01-22,"3,364.8350"
2020-01-23,"3,361.3760"
2020-01-24,"3,277.9300"
2020-01-27,"3,250.3570"
2020-01-28,"3,309.4420"
2020-01-29,"3,304.5220"
2020-01-30,"3,345.3870"
2020-01-31,"3,258.4850"
2020-02-03,"3,283.3560"
2020-02-04,"3,330.6150"
2020-02-05,"3,387.2410"
2020-02-06,"3,387.7290"
2020-02-07,"3,376.8960"
2020-02-10,"3,390.9310"
2020-02-11,"3,397.3370"
2020-02-12,"3,397.3370"
2020-02-13,"3,394.3730"
2020-02-14,"3,384.0280"
2020-02-18,"3,339.2330"
2020-02-19,"3,384.7810"
2020-02-20,"3,384.7810"
2020-02-21,"3,343.4090"
2020-02-24,"3,253.5550"
2020-02-25,"3,108.3070"
2020-02-26,"3,117.6620"
2020-02-27,"2,987.9290"
2020-02-28,"2,858.4340"
2020-03-02,"2,991.6280"
2020-03-03,"2,879.3540"
2020-03-04,"2,950.5100"
2020-03-05,"2,805.7510"
2020-03-06,"2,660.7550"
2020-03-09,"2,300.3410"
2020-03-10,"2,479.0680"
2020-03-11,"2,362.3840"
2020-03-12,"2,167.6380"
2020-03-13,"2,558.0770"
2020-03-16,"2,175.2740"
2020-03-17,"2,308.2110"
2020-03-18,"2,065.2260"
2020-03-19,"2,099.9460"
2020-03-20,"2,055.6310"
2020-03-23,"1,945.5820"
2020-03-24,"2,177.0010"
2020-03-25,"2,258.2420"
2020-03-26,"2,415.5470"
2020-03-27,"2,243.4570"
2020-03-30,"2,301.8100"
2020-03-31,"2,216.3770"
2020-04-01,"2,076.8020"
2020-04-02,"2,154.3510"
2020-04-03,"2,090.6640"
2020-04-06,"2,225.2440"
2020-04-07,"2,254.5930"
2020-04-08,"2,345.6280"
2020-04-09,"2,556.0680"
2020-04-13,"2,442.3840"
2020-04-14,"2,375.4840"
2020-04-15,"2,258.3190"
2020-04-16,"2,172.2640"
2020-04-17,"2,367.5280"
2020-04-20,"2,281.2140"
2020-04-21,"2,215.0450"
2020-04-22,"2,222.2590"
2020-04-23,"2,223.4980"
2020-04-24,"2,256.3310"
2020-04-27,"2,353.5890"
2020-04-28,"2,370.2600"
2020-04-29,"2,434.1940"
2020-04-30,"2,381.9440"
2020-05-01,"2,319.5210"
2020-05-04,"2,291.9050"
2020-05-05,"2,288.4200"
2020-05-06,"2,245.3820"
2020-05-07,"2,268.7710"
2020-05-08,"2,305.8270"
2020-05-11,"2,237.9230"
2020-05-12,"2,164.8040"
2020-05-13,"2,090.1730"
2020-05-14,"2,176.9890"
2020-05-15,"2,136.6890"
2020-05-18,"2,249.8700"
2020-05-19,"2,205.5850"
2020-05-20,"2,271.7580"
2020-05-21,"2,242.8970"
2020-05-22,"2,225.4950"
2020-05-26,"2,383.4440"
2020-05-27,"2,521.4970"
2020-05-28,"2,483.9320"
2020-05-29,"2,420.5010"
2020-06-01,"2,452.5900"
2020-06-02,"2,460.8000"
2020-06-03,"2,593.6390"
2020-06-04,"2,647.6040"
2020-06-05,"2,766.7500"
2020-06-08,"2,821.9750"
2020-06-09,"2,749.5870"
2020-06-10,"2,638.1620"
2020-06-11,"2,418.0220"
2020-06-12,"2,484.1870"
2020-06-15,"2,518.5050"
2020-06-16,"2,538.6630"
2020-06-17,"2,474.4820"
2020-06-18,"2,461.0580"
2020-06-19,"2,432.9480"
2020-06-22,"2,406.5750"
